AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,OCCUPATION,OCCUPATION-NUM,RELATIONSHIP,RACE,SEX,HOURS-PER-WEEK,NATIVE-COUNTRY,SALARY
41,STATE-GOV,132551,MASTERS,14,DIVORCED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,35,UNITED-STATES, <=50K
38,FEDERAL-GOV,115433,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,WIFE,WHITE,FEMALE,33,UNITED-STATES, >50K
29,PRIVATE,227890,HS-GRAD,9,NEVER-MARRIED,PROTECTIVE-SERV,11,OTHER-RELATIVE,BLACK,MALE,40,UNITED-STATES, <=50K
25,PRIVATE,503012,5TH-6TH,3,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,MEXICO, <=50K
56,PRIVATE,250873,11TH,7,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
31,PRIVATE,407930,7TH-8TH,4,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
22,PRIVATE,148187,11TH,7,NEVER-MARRIED,OTHER-SERVICE,8,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, <=50K
31,PRIVATE,159322,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, <=50K
28,PRIVATE,334368,SOME-COLLEGE,10,SEPARATED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
53,PRIVATE,196328,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
45,PRIVATE,270842,MASTERS,14,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, >50K
71,PRIVATE,235079,PRESCHOOL,1,WIDOWED,CRAFT-REPAIR,3,UNMARRIED,BLACK,MALE,10,UNITED-STATES, <=50K
39,PRIVATE,188391,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
19,FEDERAL-GOV,30559,HS-GRAD,9,MARRIED-AF-SPOUSE,SALES,12,WIFE,WHITE,FEMALE,40,UNITED-STATES, <=50K
34,LOCAL-GOV,255098,BACHELORS,13,DIVORCED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
36,PRIVATE,248010,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
40,PRIVATE,174515,HS-GRAD,9,MARRIED-SPOUSE-ABSENT,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
90,PRIVATE,171956,SOME-COLLEGE,10,SEPARATED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,PUERTO-RICO, <=50K
56,PRIVATE,193130,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,16,UNITED-STATES, <=50K
21,PRIVATE,108670,HS-GRAD,9,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
48,PRIVATE,186172,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
45,PRIVATE,348854,SOME-COLLEGE,10,SEPARATED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,27,UNITED-STATES, <=50K
46,PRIVATE,271828,HS-GRAD,9,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
64,PRIVATE,148606,10TH,6,SEPARATED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,35,UNITED-STATES, <=50K
29,LOCAL-GOV,123983,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,ASIAN-PAC-ISLANDER,MALE,40,TAIWAN, <=50K
22,PRIVATE,24896,HS-GRAD,9,DIVORCED,TECH-SUPPORT,13,UNMARRIED,WHITE,FEMALE,30,GERMANY, <=50K
47,PRIVATE,573583,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,48,ITALY, >50K
67,SELF-EMP-INC,106175,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,75,UNITED-STATES, >50K
43,PRIVATE,307767,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
42,PRIVATE,200574,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
31,PRIVATE,59083,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
53,PRIVATE,358056,11TH,7,DIVORCED,OTHER-SERVICE,8,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
81,PRIVATE,114670,9TH,5,WIDOWED,PRIV-HOUSE-SERV,9,NOT-IN-FAMILY,BLACK,FEMALE,5,UNITED-STATES, <=50K
33,LOCAL-GOV,262042,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
17,PRIVATE,206010,12TH,8,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,8,UNITED-STATES, <=50K
28,PRIVATE,159001,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,30,UNITED-STATES, <=50K
24,PRIVATE,155818,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
40,PRIVATE,96055,HS-GRAD,9,SEPARATED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,45,UNITED-STATES, <=50K
30,LOCAL-GOV,131776,MASTERS,14,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
24,PRIVATE,228613,11TH,7,NEVER-MARRIED,MACHINE-OP-INSPCT,7,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
26,PRIVATE,198163,MASTERS,14,MARRIED-CIV-SPOUSE,SALES,12,WIFE,WHITE,FEMALE,40,UNITED-STATES, <=50K
38,PRIVATE,37028,SOME-COLLEGE,10,DIVORCED,SALES,12,UNMARRIED,WHITE,FEMALE,38,UNITED-STATES, <=50K
30,PRIVATE,177304,HS-GRAD,9,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
33,PRIVATE,144064,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
40,PRIVATE,146659,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
63,SELF-EMP-NOT-INC,26904,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,98,UNITED-STATES, <=50K
23,PRIVATE,238917,7TH-8TH,4,NEVER-MARRIED,CRAFT-REPAIR,3,OTHER-RELATIVE,WHITE,MALE,36,UNITED-STATES, <=50K
56,PRIVATE,170148,HS-GRAD,9,DIVORCED,CRAFT-REPAIR,3,UNMARRIED,BLACK,MALE,40,UNITED-STATES, <=50K
42,SELF-EMP-NOT-INC,27821,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,60,UNITED-STATES, <=50K
40,PRIVATE,220460,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,CANADA, <=50K
49,PRIVATE,101320,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,SALES,12,WIFE,WHITE,FEMALE,40,UNITED-STATES, >50K
52,PRIVATE,91048,HS-GRAD,9,DIVORCED,MACHINE-OP-INSPCT,7,OWN-CHILD,BLACK,FEMALE,35,UNITED-STATES, <=50K
28,PRIVATE,298696,BACHELORS,13,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
35,PRIVATE,207202,10TH,6,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,70,UNITED-STATES, <=50K
43,SELF-EMP-NOT-INC,180599,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,35,UNITED-STATES, <=50K
29,SELF-EMP-NOT-INC,132686,PROF-SCHOOL,15,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,50,ITALY, >50K
23,PRIVATE,240063,BACHELORS,13,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,MALE,25,UNITED-STATES, <=50K
50,LOCAL-GOV,177705,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,48,UNITED-STATES, <=50K
34,PRIVATE,511361,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,BLACK,MALE,40,UNITED-STATES, <=50K
19,PRIVATE,89397,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
47,PRIVATE,239439,11TH,7,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,WIFE,BLACK,FEMALE,40,UNITED-STATES, <=50K
37,SELF-EMP-NOT-INC,36989,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
25,PRIVATE,76978,HS-GRAD,9,NEVER-MARRIED,SALES,12,UNMARRIED,BLACK,FEMALE,35,UNITED-STATES, <=50K
75,PRIVATE,200068,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,35,UNITED-STATES, >50K
24,PRIVATE,454941,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
28,STATE-GOV,107218,BACHELORS,13,NEVER-MARRIED,TECH-SUPPORT,13,OWN-CHILD,ASIAN-PAC-ISLANDER,MALE,20,UNITED-STATES, <=50K
17,LOCAL-GOV,182070,11TH,7,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,16,UNITED-STATES, <=50K
31,PRIVATE,176360,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,BLACK,MALE,40,UNITED-STATES, <=50K
31,PRIVATE,452405,PRESCHOOL,1,NEVER-MARRIED,OTHER-SERVICE,8,OTHER-RELATIVE,WHITE,FEMALE,35,MEXICO, <=50K
45,PRIVATE,84790,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,55,UNITED-STATES, >50K
31,PRIVATE,186787,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,42,UNITED-STATES, <=50K
27,PRIVATE,169662,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,42,UNITED-STATES, >50K
48,PRIVATE,125933,SOME-COLLEGE,10,WIDOWED,EXEC-MANAGERIAL,4,UNMARRIED,BLACK,FEMALE,38,UNITED-STATES, <=50K
34,PRIVATE,225548,BACHELORS,13,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,BLACK,MALE,30,UNITED-STATES, <=50K
26,PRIVATE,240842,HS-GRAD,9,NEVER-MARRIED,MACHINE-OP-INSPCT,7,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
53,PRIVATE,103931,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
60,PRIVATE,232618,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,35,UNITED-STATES, >50K
49,LOCAL-GOV,288548,MASTERS,14,SEPARATED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,50,UNITED-STATES, <=50K
40,PRIVATE,220609,SOME-COLLEGE,10,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
48,SELF-EMP-INC,26145,10TH,6,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,80,UNITED-STATES, <=50K
23,PRIVATE,268525,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
42,PRIVATE,121264,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
37,SELF-EMP-NOT-INC,29814,HS-GRAD,9,NEVER-MARRIED,FARMING-FISHING,5,OWN-CHILD,WHITE,MALE,85,UNITED-STATES, <=50K
27,PRIVATE,193701,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,FEMALE,45,UNITED-STATES, <=50K
38,PRIVATE,183279,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,44,UNITED-STATES, >50K
27,PRIVATE,163942,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,35,IRELAND, <=50K
75,PRIVATE,188612,HS-GRAD,9,WIDOWED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
49,SELF-EMP-INC,102771,BACHELORS,13,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,52,UNITED-STATES, >50K
27,PRIVATE,85625,SOME-COLLEGE,10,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,20,UNITED-STATES, <=50K
36,SELF-EMP-NOT-INC,245090,BACHELORS,13,NEVER-MARRIED,FARMING-FISHING,5,NOT-IN-FAMILY,WHITE,MALE,50,MEXICO, <=50K
36,PRIVATE,131239,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
35,PRIVATE,182074,HS-GRAD,9,DIVORCED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,35,UNITED-STATES, <=50K
36,PRIVATE,187046,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
53,PRIVATE,90624,11TH,7,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
27,PRIVATE,37933,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
34,PRIVATE,182177,HS-GRAD,9,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,35,UNITED-STATES, <=50K
61,PRIVATE,716416,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,44,UNITED-STATES, >50K
29,PRIVATE,190562,HS-GRAD,9,DIVORCED,MACHINE-OP-INSPCT,7,UNMARRIED,WHITE,MALE,56,UNITED-STATES, <=50K
40,STATE-GOV,141583,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,UNMARRIED,BLACK,FEMALE,35,UNITED-STATES, <=50K
37,PRIVATE,98941,MASTERS,14,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, >50K
22,PRIVATE,201729,9TH,5,NEVER-MARRIED,HANDLERS-CLEANERS,6,OTHER-RELATIVE,WHITE,MALE,30,UNITED-STATES, <=50K
43,SELF-EMP-INC,175485,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
55,SELF-EMP-NOT-INC,149168,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,30,UNITED-STATES, <=50K
28,PRIVATE,115971,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
23,PRIVATE,161708,BACHELORS,13,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,30,UNITED-STATES, <=50K
64,LOCAL-GOV,244903,11TH,7,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,BLACK,MALE,40,UNITED-STATES, >50K
46,PRIVATE,155664,SOME-COLLEGE,10,NEVER-MARRIED,HANDLERS-CLEANERS,6,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
29,PRIVATE,112754,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
44,PRIVATE,178385,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,ASIAN-PAC-ISLANDER,MALE,48,INDIA, <=50K
20,PRIVATE,44064,SOME-COLLEGE,10,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,25,UNITED-STATES, <=50K
62,SELF-EMP-NOT-INC,120939,SOME-COLLEGE,10,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
49,PRIVATE,165134,ASSOC-VOC,11,NEVER-MARRIED,EXEC-MANAGERIAL,4,UNMARRIED,WHITE,FEMALE,35,COLUMBIA, <=50K
29,PRIVATE,100405,10TH,6,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,WIFE,AMER-INDIAN-ESKIMO,FEMALE,40,UNITED-STATES, <=50K
35,SELF-EMP-NOT-INC,361888,BACHELORS,13,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,60,JAPAN, <=50K
39,LOCAL-GOV,167864,11TH,7,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,30,UNITED-STATES, <=50K
39,PRIVATE,202950,BACHELORS,13,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
37,PRIVATE,218188,HS-GRAD,9,DIVORCED,MACHINE-OP-INSPCT,7,OTHER-RELATIVE,WHITE,FEMALE,32,UNITED-STATES, <=50K
38,PRIVATE,234962,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,30,MEXICO, <=50K
31,PRIVATE,259931,7TH-8TH,4,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
55,PRIVATE,189528,7TH-8TH,4,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,60,UNITED-STATES, <=50K
38,PRIVATE,34996,SOME-COLLEGE,10,SEPARATED,OTHER-SERVICE,8,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
33,PRIVATE,112584,SOME-COLLEGE,10,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,FEMALE,25,UNITED-STATES, <=50K
25,PRIVATE,117589,ASSOC-ACDM,12,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
37,PRIVATE,267086,ASSOC-VOC,11,DIVORCED,TECH-SUPPORT,13,UNMARRIED,WHITE,FEMALE,52,UNITED-STATES, <=50K
49,PRIVATE,44434,SOME-COLLEGE,10,DIVORCED,TECH-SUPPORT,13,OTHER-RELATIVE,WHITE,MALE,35,UNITED-STATES, <=50K
26,PRIVATE,96130,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, <=50K
35,PRIVATE,181382,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,43,UNITED-STATES, <=50K
44,SELF-EMP-INC,168845,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,WIFE,WHITE,FEMALE,60,UNITED-STATES, <=50K
37,PRIVATE,271767,MASTERS,14,SEPARATED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, >50K
42,PRIVATE,194636,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
64,STATE-GOV,194894,DOCTORATE,16,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, >50K
28,PRIVATE,132686,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
35,SELF-EMP-NOT-INC,185848,HS-GRAD,9,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
40,STATE-GOV,184378,BACHELORS,13,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
55,FEDERAL-GOV,270859,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
21,PRIVATE,231866,HS-GRAD,9,NEVER-MARRIED,FARMING-FISHING,5,OWN-CHILD,WHITE,MALE,65,UNITED-STATES, <=50K
49,PRIVATE,36032,SOME-COLLEGE,10,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,BLACK,FEMALE,40,UNITED-STATES, <=50K
51,STATE-GOV,172962,DOCTORATE,16,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
57,PRIVATE,98350,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,ASIAN-PAC-ISLANDER,MALE,40,PHILIPPINES, >50K
51,PRIVATE,24185,BACHELORS,13,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
24,PRIVATE,85088,HS-GRAD,9,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,32,UNITED-STATES, <=50K
45,SELF-EMP-NOT-INC,94962,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,ENGLAND, <=50K
28,PRIVATE,480861,HS-GRAD,9,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
42,SELF-EMP-INC,187702,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
22,PRIVATE,52262,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
28,STATE-GOV,52636,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
60,PRIVATE,175273,HS-GRAD,9,WIDOWED,MACHINE-OP-INSPCT,7,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
31,PRIVATE,327825,HS-GRAD,9,SEPARATED,MACHINE-OP-INSPCT,7,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
47,PRIVATE,125892,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,75,UNITED-STATES, >50K
30,PRIVATE,398827,HS-GRAD,9,MARRIED-AF-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,60,UNITED-STATES, <=50K
61,PRIVATE,208919,MASTERS,14,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
71,LOCAL-GOV,365996,BACHELORS,13,WIDOWED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,6,UNITED-STATES, <=50K
42,PRIVATE,307638,HS-GRAD,9,DIVORCED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
44,LOCAL-GOV,33068,12TH,8,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,55,UNITED-STATES, <=50K
46,SELF-EMP-NOT-INC,254291,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
50,LOCAL-GOV,125417,PROF-SCHOOL,15,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,BLACK,FEMALE,52,UNITED-STATES, >50K
27,STATE-GOV,28848,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,9,UNITED-STATES, <=50K
21,PRIVATE,194723,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OTHER-RELATIVE,WHITE,FEMALE,40,MEXICO, <=50K
25,PRIVATE,195118,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OTHER-RELATIVE,WHITE,MALE,35,UNITED-STATES, <=50K
61,PRIVATE,123273,5TH-6TH,3,DIVORCED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,56,UNITED-STATES, <=50K
54,PRIVATE,220115,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,MALE,30,UNITED-STATES, <=50K
31,PRIVATE,265706,BACHELORS,13,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
53,SELF-EMP-NOT-INC,279129,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,30,UNITED-STATES, <=50K
39,SELF-EMP-INC,122742,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,55,UNITED-STATES, >50K
57,SELF-EMP-INC,172654,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
